occupation,family_history,treatment,days_indoors,growing_stress,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,percentage
Business,1,-1,Go out Every day,0,1,0,-1,-1,0,0.021938835918401463
Student,1,-1,More than 2 months,1,0,1,-1,1,1,0.021938835918401463
Student,1,-1,More than 2 months,1,-1,0,1,0,0,0.021938835918401463
Student,1,-1,More than 2 months,0,1,1,1,0,-1,0.021938835918401463
Business,1,-1,Go out Every day,1,1,-1,1,1,-1,0.021938835918401463
Business,1,-1,More than 2 months,0,0,-1,-1,1,0,0.021938835918401463
Business,1,-1,More than 2 months,0,0,-1,-1,0,-1,0.021938835918401463
Business,1,-1,More than 2 months,1,1,0,1,1,0,0.021938835918401463
Business,1,-1,More than 2 months,-1,-1,1,1,1,1,0.021938835918401463
Others,1,-1,1-14 days,0,1,0,1,-1,0,0.021938835918401463
Business,1,-1,31-60 days,-1,1,1,-1,-1,0,0.021938835918401463
Student,1,-1,More than 2 months,0,-1,-1,-1,1,-1,0.021938835918401463
Student,1,-1,More than 2 months,1,1,-1,1,0,-1,0.021938835918401463
Business,1,-1,More than 2 months,0,-1,0,-1,1,-1,0.021938835918401463
Business,1,-1,Go out Every day,0,0,1,1,0,0,0.021938835918401463
Others,1,-1,1-14 days,0,-1,-1,-1,-1,-1,0.021938835918401463
Business,1,-1,Go out Every day,1,1,1,1,-1,1,0.021938835918401463
Student,1,-1,More than 2 months,0,0,-1,-1,0,0,0.021938835918401463
Others,1,-1,1-14 days,0,1,0,1,1,-1,0.021938835918401463
Others,1,-1,1-14 days,0,1,-1,-1,1,0,0.021938835918401463
Business,1,-1,Go out Every day,0,1,1,1,0,-1,0.021938835918401463
Business,1,-1,More than 2 months,1,-1,0,1,0,1,0.021938835918401463
Others,1,-1,1-14 days,-1,1,-1,-1,0,-1,0.021938835918401463
Others,1,-1,1-14 days,-1,0,1,1,-1,-1,0.021938835918401463
Others,1,-1,1-14 days,1,-1,-1,1,1,1,0.021938835918401463
Others,1,-1,1-14 days,1,-1,0,-1,0,1,0.021938835918401463
Student,1,-1,More than 2 months,-1,-1,-1,1,-1,-1,0.021938835918401463
Student,1,-1,Go out Every day,1,0,1,1,0,1,0.021938835918401463
Others,1,-1,1-14 days,-1,0,1,-1,1,0,0.021938835918401463
Business,1,-1,Go out Every day,-1,1,-1,1,0,0,0.021938835918401463
Student,1,-1,Go out Every day,1,-1,1,1,-1,0,0.021938835918401463
Business,1,-1,More than 2 months,1,0,-1,1,0,1,0.021938835918401463
Business,1,-1,31-60 days,0,0,-1,-1,0,1,0.021938835918401463
Student,1,-1,More than 2 months,1,-1,1,1,-1,0,0.021938835918401463
Business,1,-1,More than 2 months,1,0,0,-1,0,1,0.021938835918401463
Business,1,-1,More than 2 months,1,0,0,-1,1,0,0.021938835918401463
Business,1,-1,31-60 days,-1,1,0,-1,-1,0,0.021938835918401463
Business,1,-1,31-60 days,0,-1,-1,1,0,-1,0.021938835918401463
Student,1,-1,More than 2 months,1,1,1,1,-1,0,0.021938835918401463
Business,1,-1,Go out Every day,1,-1,0,-1,1,-1,0.021938835918401463
Business,1,-1,More than 2 months,0,-1,1,1,0,1,0.021938835918401463
Student,1,-1,More than 2 months,-1,-1,1,-1,-1,1,0.021938835918401463
Housewife,1,-1,More than 2 months,1,0,1,-1,1,1,0.021938835918401463
Student,1,-1,Go out Every day,1,-1,0,1,0,1,0.021938835918401463
Student,1,-1,Go out Every day,-1,1,0,-1,1,0,0.021938835918401463
Student,1,-1,Go out Every day,0,-1,-1,-1,1,1,0.021938835918401463
Business,1,-1,31-60 days,1,-1,0,-1,-1,1,0.021938835918401463
Student,1,-1,Go out Every day,0,-1,1,-1,-1,-1,0.021938835918401463
Others,1,-1,1-14 days,1,0,-1,-1,1,0,0.021938835918401463
Business,1,-1,1-14 days,1,-1,0,1,1,1,0.021938835918401463
Business,1,-1,31-60 days,0,0,0,-1,1,-1,0.021938835918401463
Others,1,-1,1-14 days,-1,-1,-1,-1,0,-1,0.021938835918401463
Student,1,-1,Go out Every day,0,1,1,1,-1,0,0.021938835918401463
Student,1,-1,Go out Every day,0,1,1,-1,1,0,0.021938835918401463
Others,1,-1,1-14 days,-1,1,-1,-1,1,-1,0.021938835918401463
Student,1,-1,Go out Every day,0,1,1,-1,0,0,0.021938835918401463
Student,1,-1,Go out Every day,0,0,1,1,-1,0,0.021938835918401463
Business,1,-1,Go out Every day,-1,-1,0,1,-1,0,0.021938835918401463
Others,1,-1,1-14 days,0,0,-1,1,0,0,0.021938835918401463
Business,1,-1,1-14 days,1,-1,1,1,0,1,0.021938835918401463
Student,1,-1,Go out Every day,0,0,-1,1,1,1,0.021938835918401463
Student,1,-1,Go out Every day,0,1,1,-1,1,1,0.021938835918401463
Student,1,-1,Go out Every day,0,-1,1,1,0,-1,0.021938835918401463
Business,1,-1,15-30 days,1,-1,0,-1,1,-1,0.021938835918401463
Student,1,-1,31-60 days,1,-1,1,1,-1,1,0.021938835918401463
Business,1,-1,31-60 days,-1,0,1,1,1,-1,0.021938835918401463
Housewife,1,-1,1-14 days,-1,0,0,1,-1,-1,0.021938835918401463
Housewife,1,-1,More than 2 months,1,0,-1,1,1,1,0.021938835918401463
Business,1,-1,31-60 days,-1,0,-1,-1,0,1,0.021938835918401463
Business,1,-1,31-60 days,-1,0,-1,-1,0,-1,0.021938835918401463
Student,1,-1,31-60 days,1,1,0,-1,1,-1,0.021938835918401463
Others,1,-1,1-14 days,-1,-1,0,1,0,-1,0.021938835918401463
Student,1,-1,31-60 days,1,1,-1,-1,0,-1,0.021938835918401463
Student,1,-1,31-60 days,1,0,1,-1,-1,0,0.021938835918401463
Student,1,-1,31-60 days,1,0,0,-1,1,1,0.021938835918401463
Business,1,-1,31-60 days,-1,-1,-1,1,1,-1,0.021938835918401463
Student,1,-1,31-60 days,1,0,-1,-1,-1,1,0.021938835918401463
Business,1,-1,31-60 days,1,1,-1,1,-1,1,0.021938835918401463
Student,1,-1,31-60 days,1,-1,1,1,1,0,0.021938835918401463
Business,1,-1,1-14 days,1,1,0,-1,-1,1,0.021938835918401463
Housewife,1,-1,More than 2 months,1,1,0,1,0,1,0.021938835918401463
Business,1,-1,31-60 days,1,-1,0,1,0,0,0.021938835918401463
Business,1,-1,15-30 days,1,1,1,1,-1,-1,0.021938835918401463
Business,1,-1,15-30 days,1,1,1,-1,1,-1,0.021938835918401463
Business,1,-1,15-30 days,1,1,0,-1,0,1,0.021938835918401463
Housewife,1,-1,More than 2 months,1,-1,-1,-1,1,1,0.021938835918401463
Housewife,1,-1,More than 2 months,0,1,1,1,1,-1,0.021938835918401463
Student,1,-1,More than 2 months,1,1,0,1,1,0,0.021938835918401463
Student,1,-1,Go out Every day,1,-1,0,-1,0,0,0.021938835918401463
Others,1,-1,15-30 days,-1,1,1,-1,-1,-1,0.021938835918401463
Business,1,-1,15-30 days,0,-1,0,1,0,1,0.021938835918401463
Housewife,1,-1,31-60 days,-1,0,-1,1,0,1,0.021938835918401463
Others,1,-1,15-30 days,1,1,-1,1,-1,-1,0.021938835918401463
Housewife,1,-1,31-60 days,-1,-1,-1,1,0,0,0.021938835918401463
Others,1,-1,15-30 days,0,1,0,-1,1,1,0.021938835918401463
Housewife,1,-1,31-60 days,1,0,-1,1,-1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,-1,1,-1,-1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,0,0,-1,0,-1,0.021938835918401463
Business,1,-1,15-30 days,-1,1,0,1,1,-1,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,0,0,1,1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,-1,0,-1,-1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,0,0,-1,-1,1,1,0.021938835918401463
Others,1,-1,15-30 days,0,1,0,-1,0,-1,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,-1,-1,1,1,1,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,1,0,-1,1,0,0.021938835918401463
Housewife,1,-1,31-60 days,1,1,0,-1,-1,0,0.021938835918401463
Housewife,1,-1,31-60 days,1,1,-1,-1,1,0,0.021938835918401463
Housewife,1,-1,31-60 days,1,0,0,1,-1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,-1,1,1,-1,-1,-1,0.021938835918401463
Housewife,1,-1,31-60 days,1,1,1,1,0,-1,0.021938835918401463
Business,1,-1,More than 2 months,0,1,0,1,1,0,0.021938835918401463
Housewife,1,-1,31-60 days,-1,1,0,1,0,-1,0.021938835918401463
Housewife,1,-1,31-60 days,0,-1,-1,1,-1,1,0.021938835918401463
Housewife,1,-1,31-60 days,0,-1,1,-1,1,0,0.021938835918401463
Housewife,1,-1,Go out Every day,0,-1,-1,-1,-1,0,0.021938835918401463
Business,1,-1,More than 2 months,0,1,0,1,1,-1,0.021938835918401463
Business,1,-1,More than 2 months,1,0,0,-1,0,0,0.021938835918401463
Housewife,1,-1,1-14 days,-1,-1,1,1,1,1,0.021938835918401463
Housewife,1,-1,1-14 days,-1,-1,1,1,-1,0,0.021938835918401463
Housewife,1,-1,1-14 days,-1,-1,0,-1,0,-1,0.021938835918401463
Housewife,1,-1,More than 2 months,-1,0,0,-1,-1,-1,0.021938835918401463
Housewife,1,-1,1-14 days,-1,-1,-1,-1,0,1,0.021938835918401463
Housewife,1,-1,1-14 days,-1,-1,-1,-1,-1,1,0.021938835918401463
Housewife,1,-1,1-14 days,-1,0,-1,1,-1,1,0.021938835918401463
Housewife,1,-1,15-30 days,-1,-1,1,1,-1,-1,0.021938835918401463
Student,1,-1,1-14 days,0,0,1,1,1,-1,0.021938835918401463
Housewife,1,-1,Go out Every day,1,-1,-1,1,1,-1,0.021938835918401463
Business,1,-1,15-30 days,-1,1,0,-1,0,1,0.021938835918401463
Housewife,1,-1,31-60 days,0,1,-1,1,-1,1,0.021938835918401463
Business,1,-1,15-30 days,-1,0,0,1,0,1,0.021938835918401463
Housewife,1,-1,31-60 days,0,0,1,1,-1,1,0.021938835918401463
Housewife,1,-1,31-60 days,0,0,-1,-1,1,-1,0.021938835918401463
Others,1,-1,15-30 days,1,0,1,-1,1,0,0.021938835918401463
Others,1,-1,15-30 days,0,1,1,-1,-1,0,0.021938835918401463
Others,1,-1,15-30 days,1,1,-1,1,-1,1,0.021938835918401463
Others,1,-1,15-30 days,1,1,0,-1,-1,-1,0.021938835918401463
Housewife,1,-1,15-30 days,1,1,0,-1,0,-1,0.021938835918401463
Student,1,-1,1-14 days,-1,-1,1,-1,0,1,0.021938835918401463
Housewife,1,-1,Go out Every day,0,0,0,1,1,1,0.021938835918401463
Housewife,1,-1,15-30 days,1,-1,0,-1,0,1,0.021938835918401463
Business,1,-1,15-30 days,-1,-1,-1,1,1,0,0.021938835918401463
Student,1,-1,1-14 days,-1,-1,-1,1,-1,0,0.021938835918401463
Housewife,1,-1,15-30 days,0,1,-1,-1,-1,-1,0.021938835918401463
Housewife,1,-1,15-30 days,0,0,1,-1,1,1,0.021938835918401463
Housewife,1,-1,15-30 days,0,0,1,-1,-1,0,0.021938835918401463
Housewife,1,-1,15-30 days,0,0,0,-1,0,1,0.021938835918401463
Housewife,1,-1,Go out Every day,0,0,1,1,1,0,0.021938835918401463
Student,1,-1,31-60 days,1,-1,-1,1,0,0,0.021938835918401463
Others,1,-1,15-30 days,-1,1,-1,1,0,1,0.021938835918401463
Business,1,-1,More than 2 months,0,0,0,-1,1,-1,0.021938835918401463
Business,1,-1,Go out Every day,0,-1,0,1,1,1,0.021938835918401463
Student,1,-1,More than 2 months,-1,1,1,-1,0,-1,0.021938835918401463
Student,1,-1,More than 2 months,-1,1,-1,1,-1,0,0.021938835918401463
Housewife,1,-1,More than 2 months,0,0,0,-1,1,1,0.021938835918401463
Student,1,-1,More than 2 months,-1,0,1,1,0,1,0.021938835918401463
Housewife,1,-1,Go out Every day,0,0,-1,1,0,-1,0.021938835918401463
Housewife,1,-1,15-30 days,0,1,0,-1,1,0,0.021938835918401463
Business,1,-1,15-30 days,-1,-1,1,-1,0,1,0.021938835918401463
Business,1,-1,15-30 days,1,0,-1,-1,-1,-1,0.021938835918401463
Student,1,-1,1-14 days,0,-1,1,-1,-1,0,0.021938835918401463
Student,1,-1,1-14 days,0,0,1,-1,1,-1,0.021938835918401463
Housewife,1,-1,15-30 days,-1,1,-1,-1,1,1,0.021938835918401463
Housewife,1,-1,15-30 days,0,-1,-1,1,0,1,0.021938835918401463
Housewife,1,-1,15-30 days,-1,1,1,-1,0,-1,0.021938835918401463
Student,1,-1,1-14 days,0,-1,-1,-1,0,0,0.021938835918401463
Student,1,-1,1-14 days,0,-1,0,-1,1,0,0.021938835918401463
Housewife,1,-1,15-30 days,0,0,-1,-1,0,0,0.021938835918401463
Student,1,-1,1-14 days,0,0,-1,1,1,0,0.021938835918401463
Student,1,-1,1-14 days,0,0,0,-1,1,-1,0.021938835918401463
Housewife,1,-1,Go out Every day,0,1,1,1,0,0,0.021938835918401463
Others,1,-1,15-30 days,-1,-1,1,-1,0,-1,0.021938835918401463
Housewife,1,-1,15-30 days,-1,0,0,1,-1,0,0.021938835918401463
Business,1,-1,15-30 days,0,-1,1,1,1,0,0.021938835918401463
Housewife,1,-1,15-30 days,0,0,-1,-1,1,0,0.021938835918401463
Student,1,-1,1-14 days,-1,-1,1,1,0,0,0.021938835918401463
Housewife,1,-1,Go out Every day,0,-1,1,1,1,0,0.021938835918401463
Housewife,1,-1,More than 2 months,-1,0,1,1,1,-1,0.021938835918401463
Others,1,-1,15-30 days,1,1,1,1,-1,1,0.021938835918401463
Housewife,1,-1,Go out Every day,0,1,1,-1,1,0,0.021938835918401463
Student,1,-1,1-14 days,-1,1,1,1,0,-1,0.021938835918401463
Student,1,1,1-14 days,0,0,-1,-1,-1,-1,0.020197658464560075
Student,1,1,1-14 days,1,-1,1,-1,-1,0,0.020197658464560075
Student,1,1,1-14 days,1,-1,-1,1,1,1,0.020197658464560075
Student,1,1,1-14 days,1,-1,0,-1,1,-1,0.020197658464560075
Business,1,1,15-30 days,0,1,0,1,1,1,0.020197658464560075
Student,1,1,1-14 days,-1,-1,-1,1,0,0,0.020197658464560075
Student,1,1,1-14 days,1,0,1,-1,0,0,0.020197658464560075
Student,1,1,1-14 days,1,0,1,1,1,1,0.020197658464560075
Student,1,1,1-14 days,1,-1,0,1,0,0,0.020197658464560075
Student,1,1,15-30 days,-1,-1,0,1,0,0,0.020197658464560075
Business,1,1,15-30 days,0,1,1,1,-1,1,0.020197658464560075
Business,1,1,15-30 days,0,1,1,-1,0,0,0.020197658464560075
Business,1,1,15-30 days,0,0,0,-1,1,1,0.020197658464560075
Student,1,1,1-14 days,1,1,-1,1,-1,1,0.020197658464560075
Business,1,1,15-30 days,-1,0,-1,1,0,1,0.020197658464560075
Student,1,1,15-30 days,-1,-1,1,1,0,-1,0.020197658464560075
Student,1,1,15-30 days,-1,0,0,-1,0,1,0.020197658464560075
Business,1,1,15-30 days,-1,1,1,-1,-1,-1,0.020197658464560075
Business,1,1,15-30 days,0,-1,-1,-1,1,-1,0.020197658464560075
Business,1,1,15-30 days,0,-1,-1,1,1,1,0.020197658464560075
Business,1,1,15-30 days,0,-1,1,1,-1,1,0.020197658464560075
Business,1,1,15-30 days,0,0,1,-1,0,1,0.020197658464560075
Business,1,1,15-30 days,0,1,0,-1,-1,0,0.020197658464560075
Corporate,1,1,15-30 days,1,1,0,1,1,0,0.020197658464560075
Business,1,1,31-60 days,0,1,-1,-1,-1,0,0.020197658464560075
Student,1,1,1-14 days,-1,0,-1,1,0,0,0.020197658464560075
Student,1,1,1-14 days,0,-1,1,-1,0,1,0.020197658464560075
Student,1,1,15-30 days,-1,-1,-1,-1,0,0,0.020197658464560075
Business,1,1,Go out Every day,-1,1,1,1,0,1,0.020197658464560075
Business,1,1,31-60 days,0,0,1,1,1,1,0.020197658464560075
Student,1,1,1-14 days,-1,1,-1,-1,-1,1,0.020197658464560075
Business,1,1,31-60 days,-1,1,0,-1,1,-1,0.020197658464560075
Business,1,1,31-60 days,0,1,0,1,1,-1,0.020197658464560075
Business,1,1,31-60 days,1,-1,1,-1,0,1,0.020197658464560075
Business,1,1,31-60 days,1,0,-1,1,-1,1,0.020197658464560075
Business,1,1,31-60 days,1,0,-1,1,0,-1,0.020197658464560075
Business,1,1,31-60 days,1,0,1,-1,-1,-1,0.020197658464560075
Business,1,1,31-60 days,1,0,1,-1,1,-1,0.020197658464560075
Business,1,1,Go out Every day,-1,-1,-1,1,-1,0,0.020197658464560075
Business,1,1,Go out Every day,-1,-1,0,-1,0,0,0.020197658464560075
Business,1,1,Go out Every day,-1,-1,0,1,1,0,0.020197658464560075
Business,1,1,Go out Every day,-1,-1,1,1,0,1,0.020197658464560075
Business,1,1,Go out Every day,-1,0,0,-1,0,-1,0.020197658464560075
Business,1,1,Go out Every day,-1,0,1,1,0,-1,0.020197658464560075
Business,1,1,31-60 days,1,-1,-1,-1,0,-1,0.020197658464560075
Business,1,1,Go out Every day,-1,1,-1,1,-1,-1,0.020197658464560075
Business,1,1,15-30 days,1,-1,-1,1,1,0,0.020197658464560075
Business,1,1,15-30 days,1,-1,0,1,1,1,0.020197658464560075
Corporate,1,1,1-14 days,1,-1,1,-1,1,1,0.020197658464560075
Business,1,1,Go out Every day,1,-1,-1,-1,0,0,0.020197658464560075
Others,1,1,1-14 days,-1,0,-1,1,-1,0,0.020197658464560075
Others,1,1,1-14 days,0,0,0,-1,-1,0,0.020197658464560075
Corporate,1,1,Go out Every day,0,1,0,1,0,1,0.020197658464560075
Corporate,1,1,More than 2 months,-1,0,1,-1,1,0,0.020197658464560075
Business,1,1,More than 2 months,0,-1,0,1,-1,-1,0.020197658464560075
Business,1,1,More than 2 months,0,-1,0,-1,1,1,0.020197658464560075
Corporate,1,1,More than 2 months,1,1,1,1,0,-1,0.020197658464560075
Others,1,1,1-14 days,-1,0,0,-1,0,0,0.020197658464560075
Business,1,1,Go out Every day,0,-1,-1,1,0,1,0.020197658464560075
Others,1,1,1-14 days,-1,1,0,1,1,1,0.020197658464560075
Business,1,1,Go out Every day,0,-1,1,1,1,-1,0.020197658464560075
Business,1,1,Go out Every day,0,1,0,1,1,-1,0.020197658464560075
Business,1,1,Go out Every day,0,-1,-1,-1,-1,-1,0.020197658464560075
Corporate,1,1,Go out Every day,1,0,-1,1,1,-1,0.020197658464560075
Others,1,1,1-14 days,1,-1,-1,-1,0,0,0.020197658464560075
Business,1,1,Go out Every day,0,0,-1,-1,0,0,0.020197658464560075
Others,1,1,1-14 days,1,-1,0,1,-1,-1,0.020197658464560075
Others,1,1,1-14 days,1,-1,1,1,0,1,0.020197658464560075
Others,1,1,1-14 days,1,0,-1,1,0,-1,0.020197658464560075
Business,1,1,Go out Every day,1,-1,-1,1,0,0,0.020197658464560075
Others,1,1,1-14 days,1,0,0,1,-1,1,0.020197658464560075
Others,1,1,1-14 days,1,0,1,-1,1,0,0.020197658464560075
Business,1,1,Go out Every day,0,0,-1,-1,-1,1,0.020197658464560075
Business,1,1,31-60 days,-1,1,-1,1,0,1,0.020197658464560075
Others,1,1,1-14 days,0,1,0,1,0,-1,0.020197658464560075
Business,1,1,31-60 days,-1,0,1,1,0,-1,0.020197658464560075
Others,1,1,15-30 days,-1,-1,0,1,1,1,0.020197658464560075
Corporate,1,1,Go out Every day,1,-1,0,1,0,0,0.020197658464560075
Corporate,1,1,More than 2 months,1,0,-1,1,1,0,0.020197658464560075
Business,1,1,More than 2 months,0,0,-1,1,0,0,0.020197658464560075
Corporate,1,1,More than 2 months,1,-1,0,-1,1,-1,0.020197658464560075
Corporate,1,1,More than 2 months,1,-1,-1,1,0,0,0.020197658464560075
Business,1,1,More than 2 months,0,1,0,1,-1,-1,0.020197658464560075
Corporate,1,1,More than 2 months,0,0,1,-1,1,0,0.020197658464560075
Corporate,1,1,More than 2 months,0,0,1,-1,0,0,0.020197658464560075
Corporate,1,1,More than 2 months,0,-1,0,1,0,1,0.020197658464560075
Corporate,1,1,More than 2 months,0,-1,0,-1,0,0,0.020197658464560075
Business,1,1,More than 2 months,1,-1,1,-1,1,0,0.020197658464560075
Business,1,1,More than 2 months,1,0,-1,-1,-1,0,0.020197658464560075
Business,1,1,More than 2 months,1,0,-1,-1,0,0,0.020197658464560075
Corporate,1,1,More than 2 months,1,0,0,-1,0,1,0.020197658464560075
Corporate,1,1,More than 2 months,-1,1,0,1,-1,-1,0.020197658464560075
Corporate,1,1,More than 2 months,-1,0,-1,1,0,1,0.020197658464560075
Corporate,1,1,More than 2 months,-1,-1,1,-1,-1,-1,0.020197658464560075
Business,1,1,More than 2 months,1,1,0,-1,-1,0,0.020197658464560075
Others,1,1,1-14 days,1,1,1,-1,1,0,0.020197658464560075
Others,1,1,1-14 days,1,1,1,1,-1,-1,0.020197658464560075
Others,1,1,15-30 days,-1,-1,-1,1,1,0,0.020197658464560075
Others,1,1,15-30 days,-1,-1,0,1,1,-1,0.020197658464560075
Student,1,1,1-14 days,-1,0,1,-1,-1,1,0.020197658464560075
Others,1,1,15-30 days,-1,1,-1,-1,-1,1,0.020197658464560075
Corporate,1,1,Go out Every day,1,0,1,1,-1,1,0.020197658464560075
Corporate,1,1,15-30 days,0,-1,1,1,-1,-1,0.020197658464560075
Business,1,1,1-14 days,1,-1,0,-1,1,0,0.020197658464560075
Corporate,1,1,31-60 days,1,1,0,1,-1,1,0.020197658464560075
Others,1,1,15-30 days,1,-1,1,1,-1,1,0.020197658464560075
Others,1,1,15-30 days,0,-1,-1,1,-1,0,0.020197658464560075
Corporate,1,1,Go out Every day,-1,0,0,-1,0,-1,0.020197658464560075
Corporate,1,1,1-14 days,-1,1,1,1,1,1,0.020197658464560075
Corporate,1,1,31-60 days,1,0,0,1,-1,-1,0.020197658464560075
Others,1,1,15-30 days,-1,1,0,1,-1,-1,0.020197658464560075
Others,1,1,15-30 days,1,0,-1,-1,1,1,0.020197658464560075
Business,1,1,Go out Every day,1,-1,0,1,0,0,0.020197658464560075
Business,1,1,31-60 days,1,1,-1,1,0,0,0.020197658464560075
Business,1,1,1-14 days,1,-1,1,1,-1,1,0.020197658464560075
Corporate,1,1,31-60 days,1,0,-1,-1,0,-1,0.020197658464560075
Corporate,1,1,Go out Every day,-1,1,0,-1,0,-1,0.020197658464560075
Corporate,1,1,31-60 days,1,-1,-1,-1,-1,0,0.020197658464560075
Corporate,1,1,31-60 days,1,0,0,1,-1,1,0.020197658464560075
Corporate,1,1,31-60 days,0,-1,-1,1,1,-1,0.020197658464560075
Corporate,1,1,1-14 days,1,1,0,-1,1,1,0.020197658464560075
Corporate,1,1,31-60 days,0,1,0,1,1,1,0.020197658464560075
Corporate,1,1,15-30 days,0,0,1,-1,-1,1,0.020197658464560075
Corporate,1,1,15-30 days,0,0,-1,-1,1,0,0.020197658464560075
Corporate,1,1,31-60 days,1,1,0,1,1,-1,0.020197658464560075
Corporate,1,1,1-14 days,1,-1,0,-1,-1,-1,0.020197658464560075
Business,1,1,1-14 days,1,1,-1,-1,0,1,0.020197658464560075
Housewife,1,1,1-14 days,0,-1,-1,1,1,-1,0.020197658464560075
Corporate,1,1,31-60 days,1,1,1,-1,0,0,0.020197658464560075
Housewife,1,1,1-14 days,0,1,-1,-1,1,0,0.020197658464560075
Others,1,1,15-30 days,0,1,-1,-1,1,0,0.020197658464560075
Others,1,1,15-30 days,0,-1,-1,-1,0,0,0.020197658464560075
Corporate,1,1,Go out Every day,-1,1,0,-1,1,0,0.020197658464560075
Others,1,1,31-60 days,1,-1,0,1,-1,0,0.020197658464560075
Others,1,1,15-30 days,1,1,1,-1,0,1,0.020197658464560075
Corporate,1,1,31-60 days,0,0,0,1,0,-1,0.020197658464560075
Corporate,1,1,Go out Every day,-1,1,1,-1,0,1,0.020197658464560075
Others,1,1,15-30 days,-1,0,1,-1,0,0,0.020197658464560075
Others,1,1,15-30 days,-1,0,-1,1,1,1,0.020197658464560075
Others,1,1,31-60 days,1,-1,0,-1,-1,0,0.020197658464560075
Business,1,1,1-14 days,1,-1,0,1,-1,1,0.020197658464560075
Corporate,1,1,31-60 days,0,-1,1,-1,0,-1,0.020197658464560075
Housewife,1,1,1-14 days,0,1,0,-1,1,1,0.020197658464560075
Others,1,1,15-30 days,1,1,1,1,0,-1,0.020197658464560075
Corporate,1,1,1-14 days,0,-1,-1,-1,1,0,0.020197658464560075
Corporate,1,1,Go out Every day,0,0,-1,1,-1,-1,0.020197658464560075
Housewife,1,1,1-14 days,0,1,-1,1,1,1,0.020197658464560075
Corporate,1,1,31-60 days,0,1,0,1,-1,-1,0.020197658464560075
Corporate,1,1,1-14 days,-1,1,1,1,-1,1,0.020197658464560075
Others,1,1,15-30 days,1,1,1,-1,1,0,0.020197658464560075
Corporate,1,1,1-14 days,1,0,1,-1,0,-1,0.020197658464560075
Business,1,1,31-60 days,-1,0,0,1,1,1,0.020197658464560075
Business,1,1,31-60 days,-1,0,1,-1,0,0,0.020197658464560075
Corporate,1,1,1-14 days,1,0,0,1,0,1,0.020197658464560075
Corporate,1,1,31-60 days,1,0,0,-1,-1,0,0.020197658464560075
Housewife,1,1,1-14 days,-1,0,1,-1,1,-1,0.020197658464560075
Others,1,1,31-60 days,0,1,1,-1,0,1,0.020197658464560075
Others,1,1,31-60 days,-1,0,1,1,1,1,0.020197658464560075
Corporate,1,1,1-14 days,0,-1,-1,1,0,-1,0.020197658464560075
Corporate,1,1,15-30 days,1,-1,1,-1,0,-1,0.020197658464560075
Corporate,1,1,15-30 days,1,-1,0,1,1,0,0.020197658464560075
Corporate,1,1,1-14 days,0,0,1,1,1,-1,0.020197658464560075
Corporate,1,1,1-14 days,0,0,1,1,-1,-1,0.020197658464560075
Others,1,1,31-60 days,0,1,0,1,0,1,0.020197658464560075
Others,1,1,31-60 days,1,0,0,-1,-1,-1,0.020197658464560075
Others,1,1,31-60 days,-1,0,0,-1,1,0,0.020197658464560075
Corporate,1,1,1-14 days,1,0,1,-1,-1,0,0.020197658464560075
Corporate,1,1,31-60 days,0,-1,-1,-1,-1,0,0.020197658464560075
Others,1,1,15-30 days,-1,0,-1,1,0,0,0.020197658464560075
Business,1,1,Go out Every day,1,0,1,-1,1,-1,0.020197658464560075
Corporate,1,1,Go out Every day,0,0,1,-1,0,-1,0.020197658464560075
Business,1,1,15-30 days,1,0,1,-1,1,-1,0.020197658464560075
Business,1,1,15-30 days,1,1,1,1,0,1,0.020197658464560075
Business,1,1,31-60 days,-1,-1,-1,1,1,0,0.020197658464560075
Business,1,1,31-60 days,-1,0,-1,1,1,0,0.020197658464560075
Corporate,1,1,15-30 days,1,-1,-1,1,-1,1,0.020197658464560075
Business,1,1,1-14 days,1,0,1,-1,0,-1,0.020197658464560075
Business,1,1,31-60 days,-1,0,0,1,-1,0,0.020197658464560075
Business,1,1,1-14 days,1,-1,1,-1,-1,1,0.020197658464560075
Others,1,1,31-60 days,-1,0,1,1,0,-1,0.020197658464560075
Corporate,1,1,15-30 days,-1,1,1,-1,1,-1,0.020197658464560075
Others,1,1,31-60 days,1,-1,1,1,-1,1,0.020197658464560075
Others,1,1,31-60 days,1,0,1,-1,-1,-1,0.020197658464560075
Business,1,1,1-14 days,1,1,0,1,-1,-1,0.020197658464560075
Others,1,1,31-60 days,1,0,-1,-1,-1,-1,0.020197658464560075
Others,1,1,31-60 days,0,1,-1,1,0,-1,0.020197658464560075
Corporate,1,1,15-30 days,-1,1,-1,1,0,0,0.020197658464560075
Others,1,1,31-60 days,0,0,-1,1,1,1,0.020197658464560075
Corporate,1,1,1-14 days,1,1,0,-1,-1,1,0.020197658464560075
Others,1,1,31-60 days,0,0,0,-1,-1,-1,0.020197658464560075
Corporate,1,1,15-30 days,-1,-1,-1,-1,-1,1,0.020197658464560075
