self_employed,family_history,treatment,days_indoors,growing_stress,changes_habits,mental_health_history,mood_swings,coping_struggles,work_interest,social_weakness,mental_health_interview,care_options,mental_health_severity,candidacy_rating,feature_3,count
No,-1,1,More than 2 months,-1,-1,1,1,-1,1,1,No,No,1,-1,2,5
No,-1,1,More than 2 months,-1,-1,1,1,-1,1,1,No,Not sure,1,-1,2,5
Yes,-1,-1,15-30 days,1,1,1,1,1,-1,1,No,Not sure,5,1,2,5
No,1,-1,Go out Every day,0,1,-1,0,-1,1,-1,No,Not sure,-1,0,-1,5
Yes,-1,-1,Go out Every day,0,0,1,1,1,-1,-1,No,Not sure,1,-1,0,5
No,1,-1,More than 2 months,0,0,-1,-1,1,0,1,No,Not sure,0,-1,1,5
No,-1,1,More than 2 months,-1,-1,1,1,1,0,-1,No,No,0,-1,1,5
Yes,-1,-1,15-30 days,1,1,1,1,1,-1,-1,No,Not sure,3,1,0,5
Yes,-1,-1,Go out Every day,0,1,-1,-1,-1,-1,0,No,Not sure,-3,-2,-3,5
No,1,-1,More than 2 months,0,0,-1,0,-1,0,0,No,Not sure,-2,-1,-1,5
No,1,-1,Go out Every day,0,1,-1,-1,-1,-1,-1,No,Not sure,-4,0,-4,5
Yes,-1,-1,Go out Every day,0,1,-1,-1,-1,1,1,No,Not sure,0,-2,0,5
No,1,-1,Go out Every day,0,0,1,1,1,1,1,No,Not sure,5,1,4,5
No,1,-1,More than 2 months,0,0,-1,0,1,-1,-1,No,Not sure,-2,-1,-1,5
Yes,-1,-1,15-30 days,1,1,1,0,-1,-1,-1,No,Not sure,0,1,-3,5
No,-1,1,More than 2 months,-1,-1,1,1,1,0,-1,No,Not sure,0,-1,1,5
Yes,-1,-1,Go out Every day,0,0,1,1,-1,0,0,No,Not sure,1,-1,0,5
Yes,-1,-1,Go out Every day,0,1,-1,0,1,1,1,No,Not sure,3,-2,3,5
Yes,-1,-1,Go out Every day,0,0,0,1,-1,0,0,No,Not sure,0,-2,0,5
Yes,-1,-1,Go out Every day,0,1,-1,1,-1,0,-1,No,Not sure,-1,-2,-1,5
No,-1,1,More than 2 months,-1,0,-1,0,-1,1,-1,No,No,-3,-2,-1,5
No,-1,1,More than 2 months,-1,0,-1,0,-1,1,-1,No,Not sure,-3,-2,-1,5
Yes,-1,-1,15-30 days,1,1,1,-1,1,-1,1,No,Not sure,3,1,0,5
Yes,-1,-1,Go out Every day,0,1,0,1,1,0,0,No,Not sure,3,-1,2,5
Yes,-1,-1,31-60 days,-1,-1,-1,-1,1,1,-1,No,Not sure,-3,-5,0,5
No,-1,1,More than 2 months,-1,0,-1,1,-1,1,1,No,Not sure,0,-2,2,5
No,1,-1,More than 2 months,0,0,0,1,-1,1,0,No,Not sure,1,0,1,5
No,-1,1,Go out Every day,1,0,-1,1,1,0,-1,No,No,1,0,1,5
Yes,-1,-1,31-60 days,-1,-1,-1,0,1,0,1,No,Not sure,-1,-5,2,5
Yes,-1,-1,Go out Every day,1,1,1,0,1,1,-1,No,Not sure,4,1,1,5
No,1,-1,Go out Every day,0,-1,1,-1,1,1,0,No,Not sure,1,0,1,5
Yes,-1,-1,15-30 days,1,-1,0,1,-1,0,0,No,Not sure,0,-2,0,5
No,-1,1,More than 2 months,-1,0,0,0,-1,1,-1,No,Not sure,-2,-1,-1,5
Yes,-1,-1,15-30 days,1,-1,0,0,1,1,1,No,Not sure,3,-2,3,5
Yes,-1,-1,Go out Every day,1,1,1,1,-1,-1,1,No,Not sure,3,1,0,5
Yes,-1,-1,Go out Every day,1,1,1,1,1,-1,1,No,Not sure,5,1,2,5
Yes,-1,-1,15-30 days,1,-1,0,0,-1,-1,0,No,Not sure,-2,-2,-2,5
Yes,-1,-1,More than 2 months,-1,-1,-1,-1,1,-1,-1,No,Not sure,-5,-5,-2,5
Yes,-1,-1,15-30 days,1,-1,0,-1,-1,-1,-1,No,Not sure,-4,-2,-4,5
Yes,-1,-1,More than 2 months,-1,-1,-1,1,-1,-1,-1,No,Not sure,-5,-5,-2,5
No,1,-1,Go out Every day,0,-1,0,1,1,-1,1,No,Not sure,1,-1,2,5
Yes,-1,-1,More than 2 months,-1,-1,0,1,1,0,1,No,Not sure,1,-4,3,5
No,1,-1,Go out Every day,0,1,0,-1,-1,-1,1,No,Not sure,-1,1,-2,5
No,-1,1,Go out Every day,1,0,-1,1,1,1,-1,No,Not sure,2,0,2,5
Yes,-1,-1,More than 2 months,-1,-1,0,1,1,1,-1,No,Not sure,0,-4,2,5
Yes,-1,-1,15-30 days,1,-1,-1,1,1,0,-1,No,Not sure,0,-3,1,5
No,1,-1,Go out Every day,0,-1,0,0,1,1,-1,No,Not sure,0,-1,1,5
Yes,-1,-1,Go out Every day,0,0,-1,1,1,0,-1,No,Not sure,0,-3,1,5
Yes,-1,-1,More than 2 months,-1,-1,0,1,1,1,0,No,Not sure,1,-4,3,5
No,1,-1,Go out Every day,0,-1,0,0,-1,1,1,No,Not sure,0,-1,1,5
No,-1,1,Go out Every day,1,0,-1,1,1,1,-1,No,No,2,0,2,5
Yes,-1,-1,15-30 days,1,-1,-1,-1,-1,-1,1,No,Not sure,-3,-3,-2,5
Yes,-1,-1,More than 2 months,-1,-1,1,1,-1,-1,1,No,Not sure,-1,-3,0,5
Yes,-1,-1,More than 2 months,-1,0,-1,1,-1,-1,1,No,Not sure,-2,-4,0,5
Yes,-1,-1,15-30 days,0,1,1,1,1,1,1,No,Not sure,6,0,4,5
No,-1,1,Go out Every day,1,0,-1,1,1,0,-1,No,Not sure,1,0,1,5
No,-1,1,More than 2 months,-1,0,0,0,-1,1,-1,No,No,-2,-1,-1,5
Yes,-1,-1,Go out Every day,1,1,1,0,-1,-1,1,No,Not sure,2,1,-1,5
No,-1,1,More than 2 months,-1,-1,1,1,-1,0,-1,No,No,-2,-1,-1,5
No,1,-1,Go out Every day,0,1,-1,1,1,1,-1,No,Not sure,2,0,2,5
No,-1,1,More than 2 months,-1,0,0,-1,-1,1,1,No,No,-1,-1,0,5
Yes,-1,-1,Go out Every day,1,0,1,-1,-1,-1,1,No,Not sure,0,0,-2,5
Yes,-1,-1,15-30 days,1,0,1,0,-1,0,0,No,Not sure,1,0,-1,5
Yes,-1,-1,Go out Every day,1,1,-1,-1,1,1,-1,No,Not sure,1,-1,0,5
No,-1,1,More than 2 months,-1,0,0,-1,-1,1,1,No,Not sure,-1,-1,0,5
Yes,-1,-1,15-30 days,1,0,1,0,-1,0,-1,No,Not sure,0,0,-2,5
Yes,-1,-1,Go out Every day,1,1,-1,0,-1,0,0,No,Not sure,0,-1,-1,5
Yes,-1,-1,15-30 days,1,0,0,1,-1,0,-1,No,Not sure,0,-1,-1,5
No,1,-1,More than 2 months,0,-1,1,-1,-1,-1,-1,No,Not sure,-4,0,-4,5
No,1,-1,Go out Every day,0,0,-1,-1,1,1,1,No,Not sure,1,-1,2,5
Yes,-1,-1,Go out Every day,1,1,-1,0,-1,1,-1,No,Not sure,0,-1,-1,5
No,1,-1,Go out Every day,0,0,-1,-1,1,0,1,No,Not sure,0,-1,1,5
No,-1,1,Go out Every day,1,0,0,0,1,0,-1,No,Not sure,1,1,0,5
No,-1,1,Go out Every day,1,0,0,0,1,0,-1,No,No,1,1,0,5
Yes,-1,-1,15-30 days,1,0,-1,0,-1,0,1,No,Not sure,0,-2,0,5
Yes,-1,-1,Go out Every day,1,1,-1,0,1,0,0,No,Not sure,2,-1,1,5
No,1,-1,More than 2 months,0,0,1,0,1,1,-1,No,Not sure,2,1,1,5
Yes,-1,-1,Go out Every day,1,1,-1,0,1,0,1,No,Not sure,3,-1,2,5
No,1,-1,More than 2 months,0,0,1,1,-1,-1,0,No,Not sure,0,1,-1,5
Yes,-1,-1,Go out Every day,0,0,0,-1,1,0,-1,No,Not sure,-1,-2,-1,5
Yes,-1,-1,15-30 days,1,0,-1,0,-1,0,0,No,Not sure,-1,-2,-1,5
Yes,-1,-1,Go out Every day,1,1,-1,0,1,1,0,No,Not sure,3,-1,2,5
No,1,-1,More than 2 months,0,0,1,1,-1,0,1,No,Not sure,2,1,1,5
Yes,-1,-1,Go out Every day,1,1,-1,1,1,-1,0,No,Not sure,2,-1,1,5
Yes,-1,-1,15-30 days,1,-1,1,1,1,0,0,No,Not sure,3,-1,2,5
Yes,-1,-1,Go out Every day,1,1,0,1,1,-1,0,No,Not sure,3,0,1,5
Yes,-1,-1,15-30 days,1,-1,1,0,1,0,0,No,Not sure,2,-1,1,5
No,1,-1,Go out Every day,-1,0,-1,1,1,0,0,No,Not sure,0,-2,2,5
No,1,-1,More than 2 months,1,-1,0,-1,-1,1,1,No,Not sure,0,0,0,5
No,1,-1,More than 2 months,-1,1,-1,-1,1,0,-1,No,Not sure,-2,-1,-1,5
No,-1,1,Go out Every day,1,-1,0,-1,1,1,0,No,No,1,0,1,5
Yes,-1,-1,31-60 days,-1,0,1,1,1,0,-1,No,Not sure,1,-2,1,5
No,1,-1,31-60 days,1,0,1,-1,-1,1,0,No,Not sure,1,2,-1,5
No,-1,1,Go out Every day,1,1,-1,1,-1,0,0,No,No,1,1,0,5
No,-1,1,Go out Every day,1,-1,0,-1,1,1,-1,No,Not sure,0,0,0,5
Yes,-1,-1,1-14 days,1,0,1,-1,-1,1,1,No,Not sure,2,0,0,5
No,1,-1,Go out Every day,1,-1,0,-1,1,1,0,No,Not sure,1,0,1,5
No,-1,1,Go out Every day,1,-1,0,-1,1,1,-1,No,No,0,0,0,5
Yes,-1,-1,Go out Every day,-1,1,-1,1,-1,0,1,No,Not sure,0,-3,1,5
Yes,-1,-1,1-14 days,1,0,0,1,1,0,1,No,Not sure,4,-1,3,5
No,-1,1,Go out Every day,1,1,-1,1,-1,0,0,No,Not sure,1,1,0,5
No,1,-1,More than 2 months,1,0,1,0,1,1,1,No,Not sure,5,2,3,5
Yes,-1,-1,31-60 days,-1,1,-1,-1,1,0,0,No,Not sure,-1,-3,0,5
No,1,-1,31-60 days,1,0,0,1,-1,-1,-1,No,Not sure,-1,1,-2,5
Yes,-1,-1,1-14 days,1,0,0,-1,1,-1,0,No,Not sure,0,-1,-1,5
No,1,-1,31-60 days,1,0,0,0,1,1,0,No,Not sure,3,1,2,5
No,1,-1,More than 2 months,1,0,1,1,1,0,-1,No,Not sure,3,2,1,5
No,-1,1,More than 2 months,-1,-1,0,1,-1,1,0,No,Not sure,-1,-2,1,5
No,1,-1,More than 2 months,1,1,-1,-1,1,0,0,No,Not sure,1,1,0,5
Yes,-1,-1,Go out Every day,-1,1,-1,1,-1,0,0,No,Not sure,-1,-3,0,5
No,1,-1,More than 2 months,-1,1,1,-1,1,-1,0,No,Not sure,0,1,-1,5
Yes,-1,-1,1-14 days,1,0,0,-1,-1,1,0,No,Not sure,0,-1,-1,5
No,1,-1,Go out Every day,1,-1,0,0,-1,0,0,No,Not sure,-1,0,-1,5
No,1,-1,More than 2 months,1,1,-1,0,-1,0,0,No,Not sure,0,1,-1,5
Yes,-1,-1,Go out Every day,-1,1,-1,0,1,-1,0,No,Not sure,-1,-3,0,5
No,1,-1,Go out Every day,1,-1,0,1,-1,1,-1,No,Not sure,0,0,0,5
No,1,-1,More than 2 months,1,1,-1,0,-1,1,-1,No,Not sure,0,1,-1,5
No,1,-1,More than 2 months,-1,1,1,-1,1,-1,-1,No,Not sure,-1,1,-2,5
Yes,-1,-1,1-14 days,1,0,1,1,-1,-1,1,No,Not sure,2,0,0,5
No,-1,1,More than 2 months,0,-1,-1,0,-1,1,0,No,Not sure,-2,-2,0,5
No,-1,1,More than 2 months,0,-1,0,-1,-1,0,-1,No,No,-4,-1,-3,5
No,-1,1,More than 2 months,0,-1,-1,0,-1,1,0,No,No,-2,-2,0,5
No,1,-1,31-60 days,1,1,-1,0,-1,-1,0,No,Not sure,-1,1,-2,5
Yes,-1,-1,1-14 days,1,1,1,-1,1,-1,1,No,Not sure,3,1,0,5
Yes,-1,-1,Go out Every day,0,-1,-1,0,1,-1,-1,No,Not sure,-3,-4,-1,5
No,1,-1,More than 2 months,0,-1,-1,-1,1,-1,1,No,Not sure,-2,-2,0,5
No,1,-1,31-60 days,1,1,-1,-1,1,0,0,No,Not sure,1,1,0,5
No,1,-1,More than 2 months,1,0,0,1,1,0,1,No,Not sure,4,1,3,5
No,1,-1,Go out Every day,1,-1,-1,1,-1,0,-1,No,Not sure,-2,-1,-1,5
Yes,-1,-1,31-60 days,-1,0,0,1,-1,1,0,No,Not sure,0,-3,1,5
Yes,-1,-1,Go out Every day,-1,1,1,1,-1,0,0,No,Not sure,1,-1,0,5
No,1,-1,More than 2 months,1,0,0,1,1,1,-1,No,Not sure,3,1,2,5
Yes,-1,-1,1-14 days,1,1,-1,0,-1,1,1,No,Not sure,2,-1,1,5
No,1,-1,More than 2 months,-1,1,1,1,1,1,1,No,Not sure,5,1,4,5
Yes,-1,-1,31-60 days,-1,0,1,-1,-1,1,0,No,Not sure,-1,-2,-1,5
Yes,-1,-1,1-14 days,1,1,-1,0,-1,0,1,No,Not sure,1,-1,0,5
Yes,-1,-1,Go out Every day,-1,1,1,0,-1,1,0,No,Not sure,1,-1,0,5
Yes,-1,-1,Go out Every day,-1,1,1,-1,1,0,0,No,Not sure,1,-1,0,5
Yes,-1,-1,31-60 days,-1,0,1,0,1,0,-1,No,Not sure,0,-2,0,5
No,1,-1,31-60 days,1,0,1,1,-1,0,0,No,Not sure,2,2,0,5
Yes,-1,-1,1-14 days,1,1,-1,-1,1,1,1,No,Not sure,3,-1,2,5
No,1,-1,31-60 days,1,0,1,0,1,1,-1,No,Not sure,3,2,1,5
Yes,-1,-1,Go out Every day,-1,1,0,0,1,1,0,No,Not sure,2,-2,2,5
Yes,-1,-1,31-60 days,-1,0,1,0,1,1,1,No,Not sure,3,-2,3,5
No,-1,1,Go out Every day,1,-1,0,-1,1,1,0,No,Not sure,1,0,1,5
Yes,-1,-1,Go out Every day,-1,1,0,-1,-1,0,1,No,Not sure,-1,-2,-1,5
Yes,-1,-1,1-14 days,1,1,-1,-1,-1,0,1,No,Not sure,0,-1,-1,5
No,1,-1,31-60 days,1,0,1,0,-1,1,-1,No,Not sure,1,2,-1,5
No,1,-1,Go out Every day,1,-1,0,-1,1,1,-1,No,Not sure,0,0,0,5
Yes,-1,-1,31-60 days,-1,1,-1,0,1,0,-1,No,Not sure,-1,-3,0,5
Yes,-1,-1,1-14 days,1,0,-1,1,1,0,1,No,Not sure,3,-2,3,5
Yes,-1,-1,1-14 days,1,1,1,0,-1,0,-1,No,Not sure,1,1,-2,5
Yes,-1,-1,1-14 days,1,-1,1,0,1,0,0,No,Not sure,2,-1,1,5
No,1,-1,Go out Every day,1,0,-1,-1,-1,-1,1,No,Not sure,-2,0,-2,5
Yes,-1,-1,31-60 days,-1,1,0,-1,-1,0,1,No,Not sure,-1,-2,-1,5
No,1,-1,Go out Every day,1,0,-1,-1,-1,0,0,No,Not sure,-2,0,-2,5
Yes,-1,-1,Go out Every day,-1,0,0,-1,-1,1,-1,No,Not sure,-3,-3,-2,5
Yes,-1,-1,1-14 days,1,-1,1,0,-1,-1,1,No,Not sure,0,-1,-1,5
No,-1,1,More than 2 months,0,-1,1,-1,-1,-1,-1,No,No,-4,0,-4,5
No,-1,1,More than 2 months,0,-1,1,-1,-1,-1,-1,No,Not sure,-4,0,-4,5
No,1,-1,More than 2 months,-1,1,-1,1,-1,-1,-1,No,Not sure,-3,-1,-2,5
Yes,-1,-1,1-14 days,1,-1,1,-1,-1,0,0,No,Not sure,-1,-1,-2,5
No,1,-1,Go out Every day,1,0,-1,-1,-1,0,1,No,Not sure,-1,0,-1,5
No,1,-1,31-60 days,1,0,-1,-1,1,-1,1,No,Not sure,0,0,0,5
Yes,-1,-1,31-60 days,-1,1,0,-1,1,0,1,No,Not sure,1,-2,1,5
No,1,-1,Go out Every day,1,0,-1,-1,1,0,0,No,Not sure,0,0,0,5
Yes,-1,-1,Go out Every day,-1,0,-1,1,-1,-1,0,No,Not sure,-3,-4,-1,5
No,1,-1,More than 2 months,1,1,0,0,1,-1,-1,No,Not sure,1,2,-1,5
Yes,-1,-1,1-14 days,1,-1,0,1,1,-1,0,No,Not sure,1,-2,1,5
No,1,-1,31-60 days,1,-1,1,1,-1,1,0,No,Not sure,2,1,1,5
No,1,-1,More than 2 months,1,1,0,0,1,-1,0,No,Not sure,2,2,0,5
Yes,-1,-1,31-60 days,-1,1,0,0,-1,1,1,No,Not sure,1,-2,1,5
Yes,-1,-1,31-60 days,-1,-1,-1,-1,1,0,0,No,Not sure,-3,-5,0,5
Yes,-1,-1,1-14 days,1,-1,0,1,-1,-1,-1,No,Not sure,-2,-2,-2,5
No,-1,1,More than 2 months,-1,-1,0,-1,-1,-1,-1,No,Not sure,-6,-2,-4,5
No,1,-1,Go out Every day,1,0,-1,1,-1,0,0,No,Not sure,0,0,0,5
No,1,-1,31-60 days,1,-1,1,-1,1,0,0,No,Not sure,1,1,0,5
Yes,-1,-1,Go out Every day,-1,-1,1,0,-1,1,0,No,Not sure,-1,-3,0,5
Yes,-1,-1,1-14 days,1,-1,0,-1,-1,1,-1,No,Not sure,-2,-2,-2,5
No,1,-1,31-60 days,1,-1,0,1,-1,1,-1,No,Not sure,0,0,0,5
Yes,-1,-1,Go out Every day,-1,0,0,0,-1,0,-1,No,Not sure,-3,-3,-2,5
No,-1,1,More than 2 months,-1,-1,0,-1,1,-1,0,No,No,-3,-2,-1,5
No,1,-1,More than 2 months,1,1,-1,0,1,0,-1,No,Not sure,1,1,0,5
Yes,-1,-1,Go out Every day,-1,0,1,-1,1,0,0,No,Not sure,0,-2,0,5
No,-1,1,More than 2 months,0,-1,0,-1,-1,0,-1,No,Not sure,-4,-1,-3,5
Yes,-1,-1,1-14 days,1,0,-1,1,1,0,-1,No,Not sure,1,-2,1,5
No,1,-1,Go out Every day,1,-1,0,1,1,-1,1,No,Not sure,2,0,2,5
No,1,-1,More than 2 months,1,1,-1,0,1,0,0,No,Not sure,2,1,1,5
Yes,-1,-1,Go out Every day,-1,1,-1,0,-1,-1,0,No,Not sure,-3,-3,-2,5
No,1,-1,More than 2 months,-1,1,0,1,1,0,1,No,Not sure,3,0,3,5
Yes,-1,-1,Go out Every day,-1,1,-1,-1,1,1,1,No,Not sure,1,-3,2,5
No,1,-1,More than 2 months,1,1,-1,1,-1,1,-1,No,Not sure,1,1,0,5
No,-1,1,More than 2 months,-1,-1,0,1,-1,1,0,No,No,-1,-2,1,5
Yes,-1,-1,1-14 days,1,0,-1,0,1,1,1,No,Not sure,3,-2,3,5
No,1,-1,More than 2 months,-1,1,0,-1,1,0,1,No,Not sure,1,0,1,5
Yes,-1,-1,Go out Every day,-1,1,-1,-1,1,0,0,No,Not sure,-1,-3,0,5
Yes,-1,-1,31-60 days,-1,1,0,-1,-1,0,-1,No,Not sure,-3,-2,-3,5
No,1,-1,More than 2 months,1,1,0,-1,-1,-1,0,No,Not sure,-1,2,-3,5
Yes,-1,-1,Go out Every day,-1,1,-1,-1,-1,-1,1,No,Not sure,-3,-3,-2,5
No,1,-1,31-60 days,1,0,0,-1,-1,-1,0,No,Not sure,-2,1,-3,5
No,1,-1,31-60 days,1,0,-1,1,1,1,-1,No,Not sure,2,0,2,5
No,-1,1,More than 2 months,-1,-1,0,-1,1,-1,0,No,Not sure,-3,-2,-1,5
No,1,-1,More than 2 months,1,1,0,-1,-1,0,0,No,Not sure,0,2,-2,5
No,1,-1,More than 2 months,-1,1,0,-1,-1,0,0,No,Not sure,-2,0,-2,5
No,1,-1,Go out Every day,1,-1,1,0,-1,-1,-1,No,Not sure,-2,1,-3,5
Yes,-1,-1,1-14 days,1,0,-1,0,-1,0,1,No,Not sure,0,-2,0,5
No,-1,1,More than 2 months,0,-1,0,-1,1,-1,1,No,No,-1,-1,0,5
Yes,-1,-1,Go out Every day,-1,0,1,1,-1,-1,-1,No,Not sure,-2,-2,-2,5
Yes,-1,-1,31-60 days,-1,1,0,-1,-1,0,0,No,Not sure,-2,-2,-2,5
No,-1,1,More than 2 months,0,-1,0,-1,1,-1,1,No,Not sure,-1,-1,0,5
Yes,-1,-1,1-14 days,1,0,-1,0,-1,0,0,No,Not sure,-1,-2,-1,5
Yes,-1,-1,Go out Every day,0,-1,-1,1,1,1,0,No,Not sure,1,-4,3,5
No,-1,1,More than 2 months,0,-1,-1,-1,1,-1,1,No,Not sure,-2,-2,0,5
Yes,-1,-1,Go out Every day,0,-1,1,0,-1,-1,0,No,Not sure,-2,-2,-2,5
Yes,-1,-1,More than 2 months,1,0,-1,0,1,0,0,No,Not sure,1,-2,1,5
No,1,-1,Go out Every day,-1,-1,1,-1,1,-1,-1,No,Not sure,-3,-1,-2,5
Yes,-1,-1,15-30 days,-1,1,-1,1,-1,-1,-1,No,Not sure,-3,-3,-2,5
Yes,-1,-1,More than 2 months,1,0,-1,0,1,0,1,No,Not sure,2,-2,2,5
No,1,-1,Go out Every day,-1,-1,0,1,1,1,-1,No,Not sure,0,-2,2,5
No,1,-1,More than 2 months,1,-1,0,1,1,0,-1,No,Not sure,1,0,1,5
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,0,No,No,0,1,-1,5
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,0,No,Not sure,0,1,-1,5
Yes,-1,-1,More than 2 months,1,0,-1,1,-1,0,0,No,Not sure,0,-2,0,5
No,1,-1,More than 2 months,1,-1,0,1,1,1,-1,No,Not sure,2,0,2,5
No,1,-1,Go out Every day,0,1,1,-1,1,-1,-1,No,Not sure,0,2,-2,5
No,1,-1,Go out Every day,-1,-1,0,0,-1,0,-1,No,Not sure,-4,-2,-2,5
Yes,-1,-1,More than 2 months,1,0,-1,1,1,-1,0,No,Not sure,1,-2,1,5
No,1,-1,Go out Every day,0,1,1,-1,1,-1,0,No,Not sure,1,2,-1,5
Yes,-1,-1,15-30 days,-1,0,1,1,-1,-1,-1,No,Not sure,-2,-2,-2,5
No,1,-1,Go out Every day,-1,-1,0,-1,1,0,1,No,Not sure,-1,-2,1,5
No,1,-1,More than 2 months,1,-1,1,0,-1,-1,0,No,Not sure,-1,1,-2,5
No,1,-1,Go out Every day,-1,-1,0,-1,1,0,-1,No,Not sure,-3,-2,-1,5
Yes,-1,-1,More than 2 months,1,0,0,-1,-1,0,-1,No,Not sure,-2,-1,-3,5
No,1,-1,More than 2 months,1,-1,1,0,-1,1,-1,No,Not sure,0,1,-1,5
Yes,-1,-1,15-30 days,-1,0,0,-1,1,-1,1,No,Not sure,-1,-3,0,5
Yes,-1,-1,More than 2 months,1,0,0,-1,1,1,1,No,Not sure,3,-1,2,5
No,1,-1,More than 2 months,1,0,-1,-1,1,1,1,No,Not sure,2,0,2,5
Yes,-1,-1,More than 2 months,1,0,0,0,-1,1,-1,No,Not sure,0,-1,-1,5
Yes,-1,-1,Go out Every day,0,-1,1,-1,1,-1,-1,No,Not sure,-2,-2,-2,5
No,1,-1,Go out Every day,-1,-1,0,-1,-1,-1,-1,No,Not sure,-6,-2,-4,5
Yes,-1,-1,15-30 days,-1,0,-1,1,-1,0,1,No,Not sure,-1,-4,1,5
No,1,-1,Go out Every day,-1,-1,-1,1,-1,0,1,No,Not sure,-2,-3,1,5
Yes,-1,-1,15-30 days,-1,1,-1,1,-1,0,-1,No,Not sure,-2,-3,-1,5
Yes,-1,-1,More than 2 months,1,-1,0,0,1,0,1,No,Not sure,2,-2,2,5
Yes,-1,-1,31-60 days,-1,-1,1,1,1,1,-1,No,Not sure,1,-3,2,5
Yes,-1,-1,15-30 days,-1,1,-1,1,-1,0,0,No,Not sure,-1,-3,0,5
Yes,-1,-1,More than 2 months,0,1,1,-1,-1,1,-1,No,Not sure,0,0,-2,5
No,-1,1,More than 2 months,-1,1,0,-1,1,0,1,No,No,1,0,1,5
No,-1,1,More than 2 months,-1,1,0,-1,1,0,1,No,Not sure,1,0,1,5
Yes,-1,-1,More than 2 months,0,1,1,-1,-1,1,1,No,Not sure,2,0,0,5
Yes,-1,-1,15-30 days,-1,1,0,1,-1,1,-1,No,Not sure,0,-2,0,5
No,1,-1,Go out Every day,-1,0,-1,0,-1,0,0,No,Not sure,-3,-2,-1,5
Yes,-1,-1,More than 2 months,0,1,1,0,1,1,-1,No,Not sure,3,0,1,5
Yes,-1,-1,15-30 days,-1,1,0,0,1,0,1,No,Not sure,2,-2,2,5
No,-1,1,More than 2 months,-1,1,0,1,1,0,1,No,No,3,0,3,5
No,-1,1,More than 2 months,-1,1,0,1,1,0,1,No,Not sure,3,0,3,5
Yes,-1,-1,More than 2 months,0,1,1,1,1,1,-1,No,Not sure,4,0,2,5
No,1,-1,Go out Every day,-1,0,-1,-1,1,-1,0,No,Not sure,-3,-2,-1,5
Yes,-1,-1,15-30 days,-1,1,0,0,1,-1,0,No,Not sure,0,-2,0,5
Yes,-1,-1,More than 2 months,1,-1,-1,-1,-1,1,1,No,Not sure,-1,-3,0,5
No,1,-1,Go out Every day,-1,-1,1,1,-1,1,-1,No,Not sure,-1,-1,0,5
No,-1,1,Go out Every day,1,-1,1,0,-1,-1,-1,No,Not sure,-2,1,-3,5
Yes,-1,-1,More than 2 months,1,-1,0,-1,-1,0,-1,No,Not sure,-3,-2,-3,5
No,-1,1,Go out Every day,1,-1,1,0,-1,-1,-1,No,No,-2,1,-3,5
Yes,-1,-1,31-60 days,-1,-1,1,1,-1,1,-1,No,Not sure,-1,-3,0,5
Yes,-1,-1,More than 2 months,1,-1,0,-1,1,0,1,No,Not sure,1,-2,1,5
Yes,-1,-1,15-30 days,-1,1,0,-1,-1,0,1,No,Not sure,-1,-2,-1,5
No,1,-1,Go out Every day,-1,-1,1,0,-1,0,-1,No,Not sure,-3,-1,-2,5
Yes,-1,-1,More than 2 months,1,-1,0,-1,1,1,-1,No,Not sure,0,-2,0,5
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,-1,No,No,-1,1,-2,5
No,-1,1,More than 2 months,-1,1,1,-1,1,-1,-1,No,Not sure,-1,1,-2,5
No,1,-1,More than 2 months,1,-1,0,0,-1,1,1,No,Not sure,1,0,1,5
Yes,-1,-1,More than 2 months,1,-1,0,0,-1,0,1,No,Not sure,0,-2,0,5
Yes,-1,-1,More than 2 months,1,0,1,0,-1,1,0,No,Not sure,2,0,0,5
No,1,-1,Go out Every day,-1,-1,-1,0,1,1,0,No,Not sure,-1,-3,2,5
Yes,-1,-1,31-60 days,-1,0,0,-1,1,1,1,No,Not sure,1,-3,2,5
Yes,-1,-1,Go out Every day,0,-1,0,1,1,-1,0,No,Not sure,0,-3,1,5
No,-1,1,More than 2 months,-1,1,1,1,1,1,1,No,Not sure,5,1,4,5
No,1,-1,More than 2 months,0,-1,-1,0,-1,1,0,No,Not sure,-2,-2,0,5
No,1,-1,Go out Every day,0,1,1,1,1,-1,-1,No,Not sure,2,2,0,5
No,-1,1,Go out Every day,1,-1,0,1,-1,1,-1,No,Not sure,0,0,0,5
No,-1,1,Go out Every day,1,-1,0,1,-1,1,-1,No,No,0,0,0,5
Yes,-1,-1,Go out Every day,0,-1,0,-1,1,1,1,No,Not sure,1,-3,2,5
No,1,-1,31-60 days,1,1,0,1,-1,-1,-1,No,Not sure,0,2,-2,5
Yes,-1,-1,15-30 days,-1,-1,-1,0,-1,0,0,No,Not sure,-4,-5,-1,5
No,1,-1,31-60 days,1,1,0,0,1,-1,-1,No,Not sure,1,2,-1,5
Yes,-1,-1,31-60 days,-1,0,-1,0,1,0,1,No,Not sure,0,-4,2,5
No,-1,1,More than 2 months,-1,-1,1,0,1,-1,-1,No,No,-2,-1,-1,5
No,-1,1,More than 2 months,0,-1,-1,-1,1,-1,1,No,No,-2,-2,0,5
Yes,-1,-1,15-30 days,-1,-1,-1,-1,-1,1,-1,No,Not sure,-5,-5,-2,5
